,Reporter ISO,Year,TOE,Trade Value (US$),TOE_I
476,LKA,2017,958.326096328,65370620.0,714.1771926589904
477,LSO,2010,0.38134217,24096.0,0.2233374166178742
478,LSO,2014,0.035463736,7296.0,0.028488332438060895
479,LSO,2017,90.94449312,14287544.0,5527.263443826767
480,LTU,2013,4.649157,459405.0,10.713041684406601
481,LTU,2016,0.0,41.0,0.0
482,LTU,2017,15948.928505819,553599682.0,4694.358577712273
483,LUX,2017,0.7285905970000001,91991.0,0.06524858084685606
484,LVA,2015,4.7205639,153885.0,10.877584438341188
485,LVA,2017,12807.186555641001,444084742.0,8332.720045484606
486,MAC,2010,0.057074182,8286.0,0.6126220460104411
487,MAC,2014,25.061388,4195423.0,45.430659844318015
488,MAC,2015,376.12228,32306348.0,545.4337841454426
489,MAR,2011,364.19638,39759636.0,882.0986099361273
490,MAR,2012,63.892412,7795434.0,412.61242315721637
491,MAR,2013,362.45662100000004,41448539.0,155.1750910618448
492,MAR,2014,29.948200200000002,3861302.0,309.4197961108084
493,MAR,2015,41.911082,2740782.0,115.54470356153487
494,MAR,2016,454.29074819999994,20645895.0,504.18597373277703
495,MAR,2017,30924.941364801005,1407258276.0,17235.112351461183
496,MDA,2010,8.56e-06,34.0,3.311341958984e-05
497,MDA,2014,0.01161004,8366.0,0.10643296184260428
498,MDA,2016,0.000179802,170.0,0.00026073989888851805
499,MDA,2017,619.647161851,34741105.0,308.73279856578307
500,MDG,2010,0.028203173,2859.0,1.0790604511834088
501,MDG,2013,15.07915943,2359065.0,79.57582040934064
502,MDG,2014,48.6488647,7237696.0,201.65708024227482
503,MDG,2015,0.003424794,206.0,0.018352365217690136
504,MDG,2016,0.077622943,8000.0,1.8066744540068018
505,MDG,2017,117.49864289300001,11306513.0,112.636834923094
506,MDV,2014,61.9110163,7512715.0,164.69192018482946
507,MDV,2016,18.624796836999998,1052959.0,68.79055882676242
508,MDV,2017,0.011841197,7083.0,0.013997802745919063
509,MEX,2010,928.48392,49378568.0,4029.3966831886364
510,MEX,2011,1104.2586698999999,91728569.0,903.1933360299996
511,MEX,2012,1.71e-05,370.0,1.5370472142e-05
512,MEX,2013,22285.075104051,1913584419.0,11270.025514567518
513,MEX,2017,357228709.7456781,6464439746.0,460627443.06767875
514,MKD,2010,3.1341994,300094.0,2.969081725696759
515,MKD,2012,1.71e-05,258.0,3.1878980269199996e-05
516,MKD,2015,8.56e-06,8.0,1.7889127898400002e-05
517,MKD,2016,9.42408054,553551.0,34.11229356024702
518,MKD,2017,2176.0947999659998,91346781.0,520.7589031509557
519,MLI,2010,0.022261158,40632.0,0.11874898810310953
520,MLI,2011,2.885088729,450792.0,0.0010764356478337657
521,MLI,2012,0.001566842,1610.0,0.0092632467734311
522,MLI,2016,0.010008959,17063.0,0.020917236878603012
523,MLI,2017,73.88231015800001,9439694.0,48.62383094307328
524,MLT,2012,0.027817884,2935.0,0.5656079834990061
525,MLT,2015,29.92088724,1679415.0,29.231827404108984
526,MLT,2017,1957.5555247989998,124974326.0,2241.0820640135557
527,MMR,2013,0.0,5099.0,0.0
528,MMR,2016,0.12483371,23026.0,0.37017736527786654
529,MMR,2017,294.758190198,14314666.0,152.7439098154257
530,MNE,2010,1.614927131,191445.0,0.642347926028658
531,MNE,2011,0.50344461,62040.0,10.236303043953434
532,MNE,2014,0.85345846,92334.0,16.877372965301923
533,MNE,2015,0.31782085,21843.0,0.9424544450643342
534,MNE,2016,6.83109267,365443.0,3.191942046160868
535,MNE,2017,151.952617427,9847975.0,8.466637664246992
536,MNG,2013,0.032672528,3702.0,0.09688593194904904
537,MNG,2015,7.474432,543879.0,17.223316309443327
538,MNG,2017,255.61130041299998,13510598.0,299.7144690622703
539,MOZ,2011,11.335612,1626000.0,7.853681557222423
540,MOZ,2012,1.71e-05,310.0,0.0
541,MOZ,2014,0.22363046,28210.0,2.4893603358000584
542,MOZ,2016,9.415999999999999e-05,689132.0,5.9736159733333337e-05
543,MOZ,2017,233.4826242,31700472.0,1290.017514799709
544,MRT,2011,46.011541878,6775694.0,236.90096284142143
545,MRT,2013,1.3866816670000002,341807.0,0.48774198058533913
546,MRT,2014,31.299384231,4224536.0,0.00304767589184597
547,MRT,2016,0.001695273,2764.0,0.012539449683801296
548,MRT,2017,0.22261158,5201.0,0.2103383878509697
549,MSR,2012,0.00017124,71.0,0.00011198330368836
550,MSR,2014,5.088841073,662776.0,23.739970814688245
551,MUS,2010,42.381819,3983375.0,52.441553458257985
552,MUS,2011,46.399958579,4874227.0,292.0599199818878
553,MUS,2012,8.56e-06,204.0,9.03462494184e-05
554,MUS,2014,109.63678,11189330.0,27.02185066826916
555,MUS,2015,55.954607700000004,3182153.0,149.92126890948632
556,MUS,2016,387.990402785,15534165.0,580.4814949902459
557,MUS,2017,149.50243692100003,9222551.0,112.3624068427993
558,MWI,2012,0.000428099,2844.0,0.000798091203173348
559,MWI,2016,0.134979663,4805.0,0.004015856773047114
560,MWI,2017,8.314430938000001,1057759.0,70.54384555574397
561,MYS,2010,428.957,37054572.0,5401.29025149239
562,MYS,2011,516.8240947,42824991.0,120.41306653631922
563,MYS,2012,15.505213,1565099.0,28.330290067322604
564,MYS,2013,164.03841165400002,19628654.0,944.0868924979987
565,MYS,2014,3743.44424,372625556.0,51504.10056477368
566,MYS,2015,5944.169450658,358873206.0,11885.903819115656
567,MYS,2016,2507.973069105,111439125.0,3309.7864541702183
568,MYS,2017,18715.335381817993,925596366.0,14009.692858826998
569,NAM,2012,0.000154116,4.0,0.0
570,NAM,2013,0.001943546,543.0,0.005663026860500732
571,NAM,2015,0.66714972,70629.0,0.38701722189546
572,NAM,2016,0.030480662999999998,6101.0,0.028835764185704108
573,NAM,2017,125.442374526,11791731.0,1524.480508265532
574,NCL,2010,0.000684959,1060.0,0.0
575,NCL,2012,0.000111306,97.0,6.4569222783e-05
576,NCL,2013,0.000214078,678.0,0.000275858295831
577,NCL,2014,16.178364809999998,1945962.0,4.740038783734226
578,NCL,2015,238.235474932,21374253.0,272.7629139383778
579,NER,2010,0.331263109,37012.0,3.25341162771832
580,NER,2012,0.054308659999999995,5058.0,0.5345243134357178
581,NER,2013,0.007962644,341.0,0.023612136309700417
582,NER,2015,4.916830408,328180.0,12.394748478685864
583,NER,2016,1.469082166,67709.0,3.5268097829767893
584,NGA,2010,0.001712397,1911.0,0.00871103453497962
585,NGA,2011,2.483052437,362665.0,4.915451553313681
586,NGA,2012,5.043864552,369488.0,1.49765821100182
587,NGA,2013,0.004640595,3264.0,0.024867450207921048
588,NGA,2014,0.0,24771.0,0.0
589,NGA,2016,0.008776033,480.0,0.0696300862031601
590,NGA,2017,3.411796375,259051.0,0.7528780831799646
591,NIC,2010,111.9445175,10754245.0,256.0268026327723
592,NIC,2011,0.00017124,87.0,0.0018073471671036
593,NIC,2012,54.22767304999999,5761460.0,124.21390415107336
594,NIC,2013,0.000239736,394.0,8.8836811896e-06
595,NIC,2014,4.28e-05,50.0,0.000763857986188
596,NIC,2015,29.807722851,1905832.0,195.4973957111572
597,NIC,2016,0.44659308,29462.0,0.11007046647340776
598,NIC,2017,787.8321904530001,63002002.0,761.9500894624277
599,NLD,2011,155.14709,14512804.0,5935.966457929855
600,NLD,2012,1.71e-05,39.0,0.00033905170555199995
601,NLD,2013,187.68152,15291545.0,2611.4963530725263
602,NLD,2014,0.000239736,90.0,0.0
603,NLD,2015,17.499065873000003,795135.0,2.3581633705913974
604,NLD,2016,395.338913728,13340912.0,1100.6023528011533
605,NLD,2017,25548.889479184,1347784648.0,3819.4312205472606
606,NOR,2010,4.28e-05,544.0,2.7989286369199996e-05
607,NOR,2013,0.000325355,1265.0,0.001743472391449405
608,NOR,2014,0.000470909,232.0,0.0034831792349369005
609,NOR,2015,0.037749786,44990.0,0.0
610,NOR,2017,142.670801827,10889970.0,5.985744401365601
611,NPL,2010,0.01541157,604.0,0.07308771600014068
612,NPL,2011,8.56e-06,27.0,2.0732672029999995e-05
613,NPL,2014,0.000162678,15175.0,0.00048239945306979
614,NPL,2015,2.57e-05,418.0,9.523417700000001e-07
615,NPL,2017,2964.106956345,231885679.0,3970.9232616168097
616,NZL,2010,96.94074699999999,5653210.0,400.95473857901203
617,NZL,2012,0.12625502,14133.0,0.6765598858228472
618,NZL,2013,8.56e-06,6.0,4.2911367731439994e-05
619,NZL,2015,40.287625934,2003925.0,7.865546236223621
620,NZL,2016,0.016901355,816.0,0.0
621,NZL,2017,244.433095877,8782138.0,321.0146104902226
622,OMN,2010,335.43781,25130490.0,232.40225071148163
623,OMN,2011,0.001798017,4346.0,0.0
624,OMN,2014,0.006019075,16347.0,0.005603252468559241
625,OMN,2015,142.847355429,5149689.0,397.6172161545065
626,OMN,2016,0.081612834,11614.0,0.14578953421116755
627,OMN,2017,626.363222291,49524975.0,2556.662875731078
628,PAK,2010,0.0,3261.0,0.0
629,PAK,2012,0.29110745,19672.0,0.0
630,PAK,2014,0.19834689800000002,18180.0,1.5884054583237432
631,PAK,2015,1087.6379988530002,55590882.0,5748.614634205265
632,PAK,2016,1266.9524907439998,64532444.0,2803.2549761253767
633,PAK,2017,36873.33306811401,1648948794.0,7491.902648313908
634,PAN,2012,0.009435307,18665.0,0.004867585431002694
635,PAN,2013,0.017123966,25776.0,0.024832322017610597
636,PAN,2015,0.014743735,1001.0,0.024337984312384094
637,PAN,2016,0.021756001,16393.0,0.08416069973247414
638,PER,2013,0.001695273,10097.0,0.003160442954263596
639,PER,2015,21.140521528999997,1010433.0,35.25029983383157
640,PER,2016,0.021584759999999998,3377.0,0.006535720091377982
641,PER,2017,1702.2917245180001,104347758.0,729.0620177519305
642,PHL,2010,169.49968,12520654.0,2134.286115426674
643,PHL,2012,89.044632,8094176.0,660.4896757263101
644,PHL,2013,30.369989,3628025.0,160.37241228229516
645,PHL,2014,90.852455,9655260.0,486.84897108665757
646,PHL,2016,996.67414,48090832.0,5316.616754327736
647,PHL,2017,8073.053768213001,507476296.0,1620.2358441389845
648,PLW,2010,0.32952508,20277.0,0.9771617450717295
649,PLW,2011,0.0,4070.0,0.0
650,PLW,2017,0.68961633,154769.0,1.2017715676747747
651,PNG,2011,14.5724102,1821616.0,30.28736714834338
652,PNG,2012,1293.779232045,16142487.0,1834.9453562453339
653,POL,2011,35.936184,3820608.0,191.69647357460718
654,POL,2013,1.1270994,70296.0,10.332481837532187
655,POL,2014,0.13628115,29546.0,0.8530790974508239
656,POL,2016,0.002919636,22033.0,0.015417492192908964
657,POL,2017,18344.051765215,899383698.0,6039.034357863089
658,PRT,2010,147.73366,12329369.0,400.6448037001165
659,PRT,2011,101.56801970000001,11297185.0,112.03844548585148
660,PRT,2013,538.3952427439999,40470122.0,2740.4863610573225
661,PRT,2014,370.431102,29006782.0,1010.3251521423591
662,PRT,2016,481.01163516400004,14678714.0,976.9547474328433
663,PRT,2017,31299.745240832002,1205798576.0,2838.837641528149
664,PRY,2011,1.71e-05,47.0,1.11826354419e-05
665,PRY,2013,5.2363381,642553.0,3.0376285316695504
666,PRY,2014,8.56e-06,49.0,3.17200216e-07
667,PRY,2015,26.174839,2277540.0,540.8685759337853
668,PRY,2016,0.0008476640000000001,12607.0,0.0009459006577345365
669,PRY,2017,614.654133254,44817936.0,255.22378163512894
670,PSE,2015,0.43063352,26441.0,4.3839369622606945
671,PSE,2017,2913.47149967,113969999.0,0.0
672,PYF,2013,0.000111306,102.0,6.4569222783e-05
673,PYF,2015,90.093061001,9845724.0,128.74300623298868
674,QAT,2010,170.309565119,20318545.0,29.935396552718426
675,QAT,2013,0.000779139,2273.0,0.00022844814435306397
676,QAT,2014,0.000573653,210.0,0.004136125199625994
677,QAT,2015,0.000856198,988.0,0.0
678,QAT,2016,0.147908255,82964.0,0.7600209447933031
679,QAT,2017,0.44081371100000005,634853.0,0.2043724792850349
680,ROU,2013,12.645965,1157265.0,115.929618701392
681,ROU,2014,32.536136,2923213.0,305.59734381083257
682,ROU,2015,0.056098115,43820.0,0.08135069038685029
683,ROU,2016,0.000333917,7457.0,0.0014694926477021469
684,ROU,2017,8618.565269521001,328924517.0,2295.4780350606966
685,RUS,2010,0.001061686,33203.0,0.011395910142709381
686,RUS,2011,0.074249521,1435.0,0.5492024780822014
687,RUS,2012,0.014538247,5820.0,0.027103186506535447
688,RUS,2013,0.00041098899999999995,725.0,9.265045038585001e-05
689,RUS,2014,0.061791833000000004,85209.0,0.25213943956524854
690,RUS,2015,9.42e-05,622.0,4.44476524248e-05
691,RUS,2017,1094.405562942,76661011.0,211.9408854103404
692,RWA,2010,4.28e-05,148.0,8.9445639492e-05
693,RWA,2011,0.006421488,252.0,0.06537205602553536
694,RWA,2012,0.001309983,1916.0,0.0165107963733137
695,RWA,2013,0.11580083,21223.0,0.004291127136563
696,RWA,2014,0.6588617449999999,119553.0,1.4140983245531396
697,RWA,2015,0.19785032,19720.0,0.0
698,RWA,2016,71.65571076799999,3948905.0,37.538094024934814
699,SAU,2011,0.077057853,102933.0,0.16103946120246568
700,SAU,2014,0.12842976,98708.0,2.413013218273056
701,SAU,2015,3.2479026,427680.0,9.631212812205394
702,SAU,2016,0.872937056,72533.0,0.29411184256736866
703,SAU,2017,1.59608215,519185.0,0.32741187672371447
704,SDN,2010,0.75833488,51000.0,6.951899162014593
705,SDN,2011,131.23804,12559643.0,4210.975491402186
706,SDN,2012,0.849665538,126038.0,1.3571482762603713
707,SDN,2015,78.89434320000001,5232282.0,5.7733036466959415
708,SDN,2017,2.02192094,108358.0,0.43791132095074525
709,SEN,2010,9.9940605,817162.0,0.0
710,SEN,2013,0.007928398,1313.0,0.007491283488311132
711,SEN,2015,0.10356575,6754.0,0.04657880863847025
712,SEN,2016,113.484325,6633753.0,241.59110522147242
713,SEN,2017,1048.9270704929997,75050989.0,366.1369734544228
714,SGP,2012,0.97144264,108253.0,1.7749676689359668
715,SGP,2013,0.001369918,625.0,0.00705448882019893
716,SGP,2014,0.687356027,43974.0,0.7094310278987073
717,SGP,2015,522.1321312949999,24320446.0,2568.3610780036324
718,SGP,2016,0.000137,363.0,0.00022601059373719996
719,SGP,2017,1433.9332478860003,3891967264.0,388.4688933100942
720,SLB,2015,8.56e-06,183.0,1.655670979492e-05
721,SLB,2016,0.09081696,4971.0,1.0453644547414849
722,SLB,2017,70.816208703,3664736.0,180.40368543495813
723,SLE,2015,0.12769343,55882.0,0.1851746478177554
724,SLE,2016,0.002671339,49.0,0.001746936267761971
725,SLE,2017,2.189470544,156329.0,0.9019238681451134
726,SLV,2010,401.383441,35910238.0,1234.9080272964434
727,SLV,2012,240.40917153,24814606.0,640.7120763583325
728,SLV,2013,526.55792,40375292.0,129.77916245291425
729,SLV,2015,87.372952262,4465343.0,572.9577563402707
730,SLV,2016,8.56e-06,247.0,2.53835141708e-05
731,SLV,2017,4502.5782531899995,259789344.0,5805.899125914588
732,SRB,2010,4.4556561,418444.0,3.5436241814303733
733,SRB,2011,3.42e-05,1403.0,6.375796053839999e-05
734,SRB,2014,7.733774417,605144.0,45.78869459401025
735,SRB,2015,16.791592,683711.0,153.93391156383436
736,SRB,2017,13736.229320444001,502221978.0,3951.1836831391665
737,STP,2010,0.000770579,173.0,0.0004470171160845
738,STP,2012,0.001284298,961.0,0.0007521638571666559
739,STP,2014,0.009949024,4812.0,0.005502473862468234
740,STP,2016,0.000205488,32.0,0.00060934667756184
741,STP,2017,0.589235685,52235.0,0.8002654725116726
742,SUR,2014,41.754311,5582019.0,821.55959946439
743,SUR,2017,0.189887665,55776.0,0.09504209338182518
744,SVK,2010,0.000179802,469.0,0.0
745,SVK,2012,0.022286842,903.0,0.1606915135391656
746,SVK,2013,0.001369917,431.0,0.004363524421996774
747,SVK,2017,44327.189411832005,1598633942.0,17344.119666700673
748,SVN,2012,1114.1459429800002,97959246.0,11325.51956599945
749,SVN,2013,0.16678743,14036.0,1.5289938857244274
750,SVN,2014,2.6023206599999997,236178.0,1.6171463666138006
751,SVN,2016,1.0753852,48606.0,0.3367348342849408
752,SVN,2017,15186.318825947,219144244.0,2462.8824708455495
753,SWE,2011,617.010795951,65767475.0,6272.582210502171
754,SWE,2012,677.6269806439999,63396762.0,994.0396315053245
755,SWE,2013,608.4488180000001,65134513.0,921.5574531282933
756,SWE,2014,0.004880331,3506.0,0.0046112648529744536
757,SWE,2015,0.062502478,25611.0,0.042802398232532825
758,SWE,2016,35.052761,2594807.0,2130.3746695784166
759,SWE,2017,13210.202708919001,592414506.0,2508.263218887231
760,SWZ,2012,0.000188364,1996.0,6.980035220400001e-06
761,SWZ,2016,4.072773,283038.0,0.0
762,SWZ,2017,45.05206801,4225237.0,1369.0462090015699
763,SYC,2013,6.85e-05,1893.0,0.0002649847245215
764,SYC,2016,0.001806577,5809.0,0.0002287542355798775
765,SYC,2017,1.71e-05,63.0,0.001039273535394
766,SYR,2010,2657.115874777,251406292.0,1056.01180431903
767,TCA,2011,0.34247935,9799.0,3.1396180883468032
768,TCA,2012,53.30940133,1472646.0,206.22156242096548
769,TGO,2012,0.045917917,20117.0,0.0017015389241437002
770,TGO,2013,0.17123967,28933.0,2.382716069788559
771,TGO,2016,0.17260103,25899.0,0.12778593464544635
772,TGO,2017,16.6796,11544222.0,16.1308000406161
773,THA,2010,1177.3497,105770432.0,14824.813343079819
774,THA,2012,2480.4026599599997,266941359.0,2545.228176625191
775,THA,2013,148.653237363,15444826.0,756.660048895176
776,THA,2014,1556.6150522609996,129689586.0,4994.5542706217175
777,THA,2015,192.95029,12296516.0,849.1302704773854
778,THA,2016,558.669789498,14527791.0,1035.9844505299004
779,THA,2017,106241.42083928999,3681158054.0,10671.509848722822
780,TLS,2017,8.105389949000001,828099.0,25.204288967623043
781,TON,2012,0.000231174,52.0,0.00033523701285666604
782,TON,2014,14.0015996,2161485.0,38.804104168114954
783,TTO,2012,0.0011644300000000002,21482.0,0.0001509806347892465
784,TTO,2013,0.000453775,622.0,0.0014815960640982375
785,TTO,2014,0.001524033,13613.0,0.002515773055169241
786,TTO,2015,0.174022307,411028.0,0.13287128079279978
787,TUN,2010,3.426e-05,3819.0,2.2404508201140002e-05
788,TUN,2012,42.75786656,5346538.0,12.520823006989893
789,TUN,2013,0.000402413,227.0,0.003192792447256324
790,TUN,2015,92.86318,5415486.0,421.047591042378
791,TUN,2016,58.290957000000006,2690750.0,186.12991052918187
792,TUN,2017,4872.727108355,817919912.0,4077.0522809356276
793,TUR,2010,0.000119868,3140.0,0.000223466058883536
794,TUR,2011,392.1162518,40205287.0,482.450868787426
795,TUR,2012,135.1744975,13412573.0,57.54622069106883
796,TUR,2013,0.0017637679999999998,8079.0,0.005201666318582803
797,TUR,2014,26.491778200000002,2554569.0,120.23193823762018
798,TUR,2015,37.158066,2033326.0,340.63991344758256
799,TUR,2016,154.598587756,5894973.0,83.35006880992223
800,TUR,2017,29260.848279306,1664720694.0,23975.065076183335
801,TZA,2010,8.0949278,1383418.0,0.0
802,TZA,2011,0.0034419180000000004,983.0,0.003059896064529444
803,TZA,2012,0.47150844,63909.0,4.800051974899397
804,TZA,2013,0.001798017,4085.0,0.0
805,TZA,2014,7.7599826,1188165.0,157.78008529956392
806,TZA,2015,212.96826750000002,18821694.0,271.6384002818189
807,TZA,2016,71.003142378,4643949.0,13.77482788471025
808,TZA,2017,953.270383873,41059445.0,254.29206534017942
809,UGA,2010,0.303051408,207099.0,0.08040728535388164
810,UGA,2012,0.002337421,4453.0,0.011717515429227828
811,UGA,2013,0.000273983,591.0,0.0001589390452065
812,UGA,2014,4.485083711,716590.0,9.373158427699709
813,UGA,2015,21.2824208,1910665.0,52.082421158004806
814,UGA,2016,21.007101591999998,1456869.0,16.16981672912589
815,UGA,2017,104.312304008,8236903.0,73.89403498518438
816,UKR,2011,8867.2813,530416384.0,375609.7595909987
817,UKR,2012,0.000239736,2715.0,0.000927392378363304
818,UKR,2014,4.4301414,361377.0,77.38869314381593
819,UKR,2016,78.753803,3438153.0,5.284278461016777
820,UKR,2017,29731.63307699,1270084273.0,10925.575357433765
821,URY,2012,114.99624,12541096.0,28.34278081399728
822,URY,2014,5.157568,698608.0,6.77602098735744
823,URY,2015,50.576767,5122525.0,56.442672473930536
824,URY,2016,111.064326926,7203893.0,1092.6512732740453
825,URY,2017,1076.7862573890002,79800778.0,1123.5412313735733
826,USA,2010,0.00211481,6218.0,0.015564558470943008
827,USA,2011,378.57706,57619792.0,4547.610292556208
828,USA,2012,82.88377452099999,7100793.0,210.93631329659988
829,USA,2013,46.096425999999994,7510976.0,78.04373141314439
830,USA,2014,0.0,3986283.0,0.0
831,USA,2015,845.8873932419999,69767162.0,3087.5760014060543
832,USA,2016,911.3075700499999,28345873.0,721.3178194381169
833,USA,2017,333316.99735275505,11007818483.0,22119.938350096978
834,UZB,2017,0.28939506,42228.0,0.42402051062709106
835,VCT,2010,0.000119868,71.0,7.8388312581852e-05
836,VCT,2013,1.4012799,275391.0,2.3131403422171624
837,VCT,2015,0.00120723,316.0,0.00185575241421679
838,VCT,2017,35.720167833000005,3969338.0,176.19491391250065
839,VEN,2012,3.426e-05,113.0,4.058777643425e-05
840,VEN,2013,0.026867505,135499.0,0.050786839199712656
841,VNM,2012,0.008561983,1273.0,0.017893272073706373
842,VNM,2013,0.00211481,1934.0,0.00197128614804406
843,VNM,2014,187.24487,18472532.0,824.0220168034101
844,VNM,2015,0.46276662,28370.0,0.017148326147382
845,VNM,2017,8519.036874116002,527183404.0,1370.885612663753
846,VUT,2010,0.014075902000000001,1249.0,0.07427327097992394
847,VUT,2011,15.19474687,2567250.0,39.82464886277645
848,WSM,2015,0.001883636,339.0,0.002731555044898124
849,WSM,2017,30.245215486,2400873.0,68.19287210756669
850,YEM,2010,1.71e-05,1263.0,1.11826354419e-05
851,YEM,2011,0.000590777,1038.0,0.000409309566111754
852,YEM,2012,0.000522281,1198.0,0.002020386670187059
853,YEM,2014,0.260523979,24394.0,5.267060432019173
854,YEM,2015,42.815825794,2903086.0,12.541864774840725
855,ZAF,2012,0.000607901,456.0,0.0001651750459626865
856,ZAF,2013,26.9702918,3106250.0,3.323638476814239
857,ZAF,2014,22.512116709,2155001.0,120.66672347214094
858,ZAF,2015,96.24980915,4234375.0,486.3164193100966
859,ZAF,2016,80.98773349,2905257.0,113.93528887646553
860,ZAF,2017,27160.830654526,326571366.0,462.372118095739
861,ZMB,2012,2.57e-05,338.0,9.941762657230001e-05
862,ZMB,2016,21.131572101000003,1932623.0,240.24528603520903
863,ZWE,2010,0.15634182,73316.0,1.5915915775555702
864,ZWE,2012,5.99e-05,1910.0,0.00023171656932610002
865,ZWE,2013,0.000667835,2842.0,0.0
866,ZWE,2015,0.74173317,59998.0,0.10943728539108463
867,ZWE,2017,306.319125639,25290235.0,2490.950531013927
