,Reporter ISO,Year,TOE,Trade Value (US$),TOE_I
122,BLZ,2016,0.33085215,20401.0,0.4797852979279919
123,BLZ,2017,133.26178983999998,4581467.0,1187.0254357649965
124,BMU,2016,0.0006506830000000001,2892.0,0.000600280554306237
125,BMU,2017,37.396551684,2462364.0,319.62419982139215
126,BOL,2011,12.846708025,1726718.0,191.4843376887803
127,BOL,2012,0.000984628,2706.0,0.00291978023258954
128,BOL,2013,56.125943,5732361.0,122.65099135730412
129,BOL,2014,2.5659999999999998e-05,388.0,1.58600108e-07
130,BOL,2017,0.019058975,29190.0,0.010392439333931486
131,BRA,2010,1825.0905400000001,98130188.0,6440.081504948064
132,BRA,2011,1070.65009,101107672.0,1446.7894563989912
133,BRA,2012,0.000273983,509.0,0.0031537290986555395
134,BRA,2013,541.014898231,39966683.0,2753.8196581587094
135,BRA,2014,159.26866,13422468.0,3291.077103667467
136,BRA,2015,2397.9331,171408000.0,0.0
137,BRA,2016,1649.557352892,65472457.0,203.28152919688918
138,BRA,2017,87845.473157106,2664463316.0,16332.210563373073
139,BRB,2012,0.005796463,7225.0,0.003790627636342807
140,BRB,2015,0.22261158,41278.0,0.12913820192169
141,BRB,2016,0.000779107,515.0,0.0026816084619385836
142,BRB,2017,109.14914165500001,10994019.0,314.03800799390956
143,BRN,2011,8.56e-05,269.0,0.0006331587260183999
144,BRN,2012,0.000393851,86.0,0.00226674530761869
145,BRN,2014,0.019392893,16126.0,0.030395654851130438
146,BRN,2015,0.00024825,887.0,0.0005844625354464
147,BRN,2016,0.004366606,13632.0,0.0012830475646897002
148,BRN,2017,0.447423533,133541.0,0.3883411943854896
149,BTN,2012,65.235012843,3856050.0,349.5733701575752
150,BWA,2012,0.000325355,4259.0,0.001258600073674345
151,BWA,2016,0.19033285799999997,18905.0,0.004377503430215376
152,BWA,2017,171.694086282,9686398.0,5217.395395232632
153,CAF,2015,0.17195888,16499.0,0.3593685043908432
154,CAF,2017,1.34868365,137936.0,18.39202679078875
155,CAN,2010,0.361358503,22241.0,0.6355283886250431
156,CAN,2011,0.9259870239999999,79994.0,3.5006877127594134
157,CAN,2012,0.000453785,51.0,0.00139693406102621
158,CAN,2013,1507.054444661,128860650.0,1825.088652450138
159,CAN,2014,0.000967504,161.0,0.002128882348940632
160,CAN,2015,699.4957258539999,27373090.0,1.6126464958275861
161,CAN,2016,0.001318545,7640.0,0.0008193736849717799
162,CAN,2017,4674.225522283999,2738278626.0,3384.615025069123
163,CHE,2012,15.983938,1835500.0,36.8317512346799
164,CHE,2014,0.0015411729999999998,17479.0,0.002428670246341524
165,CHE,2015,0.000899073,8074.0,0.0007242043960344889
166,CHE,2016,0.000359603,328.0,0.0
167,CHE,2017,8217.689718236,353402314.0,833.4733822851748
168,CHL,2010,1006.0471,60857224.0,20455.48365706115
169,CHL,2011,505.64191856,32761991.0,1870.0443226418633
170,CHL,2012,1295.6281,38479976.0,13189.75800335653
171,CHL,2013,2442.669853785,82295304.0,39188.41445052978
172,CHL,2014,0.0036045950000000004,5026.0,0.004821288486630588
173,CHL,2015,0.00125005,5602.0,0.0
174,CHL,2016,1511.419115489,42689771.0,106.02755901145038
175,CHL,2017,37093.748140008,1508241768.0,49529.34182277899
176,CHN,2010,0.172275679,45275.0,1.5793064252505369
177,CHN,2013,21.230833983,2120265.0,56.05577264721941
178,CHN,2014,1607.1913677020002,140274469.0,0.01725939945024277
179,CHN,2015,2369.547396,181963710.0,36709.68589813749
180,CHN,2016,435.93397824000004,19743554.0,0.4544037489469666
181,CHN,2017,696402.742086747,29799609446.0,218645.82501677435
182,CIV,2010,0.000291107,92.0,0.001559948417751877
183,CIV,2012,0.019726809,941.0,0.40762852797481514
184,CIV,2014,44.102150910000006,4744147.0,104.92947585523459
185,CIV,2015,26.380241,1824975.0,367.0681224484666
186,CIV,2016,227.776635,12657986.0,2853.5267734140307
187,CIV,2017,2009.56265328,123594577.0,651.322184340788
188,CMR,2010,287.49078,27554916.0,10999.46912986954
189,CMR,2011,0.016858544,5241.0,0.18095600070163154
190,CMR,2012,0.000154116,11.0,0.00936658948425624
191,CMR,2014,12.5904477,1725190.0,66.44276731099745
192,CMR,2016,1.71e-05,15.0,9.91980405e-06
193,CMR,2017,736.407141167,59002626.0,528.5360989687571
194,COG,2010,2.57e-05,428.0,0.00030871808376
195,COG,2011,0.056706014,7590.0,1.0792694300061598
196,COG,2013,8.56e-05,6806.0,0.0
197,COG,2014,0.011969651999999999,4304.0,0.35400194578471483
198,COG,2015,0.022937529,31706.0,0.0046006148807231405
199,COG,2017,0.27130354300000004,245654.0,0.41435996222569554
200,COK,2010,3.42e-05,11.0,0.00039366506379599997
201,COK,2011,2.9578057099999997,537659.0,9.272730532749293
202,COL,2010,8.56e-06,118.0,4.059488092136e-05
203,COL,2012,7.71e-05,164.0,0.0002373450336726
204,COL,2014,0.032578348,34961.0,0.17091341788774206
205,COL,2015,0.000111306,3780.0,0.0
206,COL,2016,0.00012843,221.0,0.0006533287347077999
207,COL,2017,149.41834235800002,11998654.0,88.33417289585371
208,COM,2010,0.07001133600000001,5265.0,0.27555474204464137
209,COM,2011,0.026542149,1605.0,0.06428617642387763
210,COM,2016,0.026584949,209.0,0.027952429850226557
211,COM,2017,0.163961986,18093.0,0.04707620816043314
212,CPV,2010,6.7841558,580576.0,36.18911632466925
213,CPV,2011,3.8528926,462436.0,147.41263429179466
214,CPV,2015,5.9933887,370229.0,3.4767977485078503
215,CPV,2016,9.408720771,472858.0,12.93095054065464
216,CPV,2017,51.873015753,3150730.0,48.0236812959437
217,CRI,2010,0.054933686,10719.0,0.20735503222956259
218,CRI,2012,98.527974,9465284.0,180.2254344354892
219,CRI,2013,49.215036488,4573767.0,40.635217663584505
220,CRI,2014,6.2085767,760676.0,12.975002646416614
221,CRI,2015,0.000299669,149.0,0.0
222,CRI,2016,0.11062947199999999,40362.0,0.004350633612959054
223,CRI,2017,1139.051872444,73470042.0,1028.8048596412377
224,CYP,2010,16.443853557999997,1473095.0,6.790950788465436
225,CYP,2011,7.637203665,909054.0,1.2011421829629159
226,CYP,2013,0.004957389,1964.0,0.0032419107561804214
227,CYP,2015,3.42e-05,65.0,1.98396081e-05
228,CYP,2016,57.216508529,3743489.0,110.17997376171337
229,CYP,2017,268.71193951099997,20219008.0,141.7153198658787
230,CZE,2011,0.39941651,37949.0,3.661579302753149
231,CZE,2012,0.000136992,232.0,0.000132957199419552
232,CZE,2014,1.71e-05,21.0,0.0
233,CZE,2015,0.000385289,1587.0,0.00042997490991878194
234,CZE,2016,254.6055771,15990502.0,120.28423121042823
235,CZE,2017,49638.24470409501,1769190240.0,20460.637500196834
236,DEU,2010,70.842194,7085495.0,41.48954361774957
237,DEU,2012,72.770096,8667987.0,1431.827504535884
238,DEU,2013,131.77932438000002,13433725.0,166.63675463027067
239,DEU,2014,154.54071019999998,13734180.0,881.4054852680555
240,DEU,2017,8754.9065075,552953879.0,1078.9129039286224
241,DMA,2012,21.141567943,2502294.0,83.64095429969933
242,DNK,2012,0.018836364,507.0,0.021021009979774633
243,DNK,2013,8.56e-06,1614.0,9.18812067048e-05
244,DNK,2014,15.145686232,1269762.0,44.39644552836048
245,DNK,2015,0.11817248899999999,34065.0,0.06348044066784447
246,DNK,2016,0.13837878,215506.0,0.09049353506636743
247,DNK,2017,1393.6959163370002,73360170.0,42.846071471986015
248,DOM,2010,393.598668,24708752.0,3267.618722373445
249,DOM,2011,47.328042,4053892.0,252.46472337159946
250,DOM,2012,1087.8522,93016704.0,2634.822766321725
251,DOM,2014,0.0,15711.0,0.0
252,DOM,2015,0.099216267,10176.0,0.18725297480931724
253,DOM,2016,167.22917999999999,8721049.0,156.4984802746433
254,DOM,2017,16254.509708735999,764322663.0,40255.65316190249
255,DZA,2013,264.5801117,32582677.0,773.3048532412582
256,DZA,2014,0.000933254,1959.0,0.00043685653103819796
257,DZA,2015,0.001883636,1419.0,0.0
258,DZA,2017,0.5693890100000001,91053.0,0.05620252927464005
259,ECU,2010,102.07883,8055263.0,2008.5074015134282
260,ECU,2011,393.87357,38818400.0,1733.3478536258917
261,ECU,2012,1467.0896667,133742489.0,6941.729707122281
262,ECU,2013,2.57e-05,1333.0,1.68066509273e-05
263,ECU,2015,0.003775835,3949.0,0.0001399177193435
264,ECU,2016,446.188773497,18000689.0,457.8499499843092
265,ECU,2017,5231.688174609,334926100.0,2462.505416534487
266,EGY,2010,136.991736,11368250.0,571.8504099785289
267,EGY,2011,916.132239,111174086.0,37891.21224306403
268,EGY,2015,697.54322,63772234.0,1527.4928973838544
269,EGY,2016,2551.9781540000004,138499704.0,2632.687946543557
270,EGY,2017,89294.30287099999,3873271409.0,36021.213432717355
271,ESP,2010,2245.2815,82233208.0,72043.32956967916
272,ESP,2011,763.014963,80461223.0,228.7012426682465
273,ESP,2012,28.315609,3161469.0,559.9488624585897
274,ESP,2013,13.689688,1331408.0,125.49776232822262
275,ESP,2014,1.0540658,96609.0,14.666808925026157
276,ESP,2015,1523.405045289,66852632.0,2489.575501805338
277,ESP,2016,98.838669,3264332.0,579.4614532810144
278,ESP,2017,252568.42793674808,8819267122.0,132025.4758965415
279,EST,2011,6.3193431,606632.0,14.561647638134664
280,EST,2012,9.42e-05,98.0,0.0005047873838562
281,EST,2013,0.0001113,97.0,1.21415439569e-05
282,EST,2016,14.394509413,648324.0,13.418013814414586
283,EST,2017,3208.6609842630005,116313214.0,1879.8492520396162
284,ETH,2011,0.001866512,1992.0,0.013806055607687568
285,ETH,2012,4.332876819,752430.0,5.26219175040189
286,ETH,2013,0.017466446,15387.0,0.18434905219264194
287,ETH,2014,0.0013955929999999999,447.0,0.006885854165494979
288,ETH,2015,0.000154116,844.0,0.00045701000817138
289,ETH,2016,0.0075345460000000005,18364.0,0.01999168579522589
290,ETH,2017,76.455579509,7669483.0,30.78499672005653
291,FIN,2012,43.86859,5003949.0,3.250602391096064
292,FIN,2015,0.000333917,1372.0,0.0016739293433153328
293,FIN,2017,2466.472120729,126196436.0,1012.3912213928207
294,FJI,2015,6.11423219,562343.0,1.630841046342587
295,FJI,2016,2.57e-05,260.0,0.0
296,FJI,2017,72.08766540900001,7114566.0,108.68163993545147
297,FRA,2010,14.590475,1568039.0,886.7540664519165
298,FRA,2011,6.85e-05,122.0,0.0
299,FRA,2012,27.0593352,2046577.0,116.91917690071209
300,FRA,2013,352.733789951,30170413.0,2829.4024003990235
301,FRA,2014,43.84799013,3500982.0,176.37679874389798
302,FRA,2015,120.468358396,7544657.0,306.4132349119308
303,FRA,2016,22.213183920000002,1223394.0,27.466573132905804
304,FRA,2017,103031.02001210296,4280604921.0,32983.72718802373
305,FSM,2010,0.60832888,39572.0,0.4214700808021457
306,FSM,2013,0.45758661900000003,146774.0,0.8650348542370371
307,GBR,2011,4501.67192628,233349623.0,72217.68957574895
308,GBR,2012,311.899802975,29970171.0,527.1917222702957
309,GBR,2013,63.156330066,7136283.0,160.64281454577525
310,GBR,2014,0.01381048,35961.0,0.04749355679802054
311,GBR,2015,0.011875472,5025.0,0.014190194917634971
312,GBR,2016,0.019350082,26921.0,0.019370756784677628
313,GBR,2017,308309.9368793559,10454533097.0,9936.816622475942
314,GEO,2012,3.42e-05,6.0,3.31927135902e-05
315,GEO,2013,8.56e-06,978.0,7.847226653591999e-05
316,GEO,2014,0.73675865,58403.0,6.435098108369868
317,GEO,2015,5.86983088,328811.0,11.341974560999999
318,GEO,2016,0.000273983,8816.0,0.001059873135453637
319,GEO,2017,8645.664001084,306657852.0,1121.3565027087059
320,GHA,2012,0.000385289,20117.0,0.006006882610192172
321,GHA,2013,0.022432397,34350.0,0.009514827893005675
322,GHA,2016,0.1648353,3517.0,1.1467427010431477
323,GHA,2017,559.9449688510001,31706902.0,225.09680710140017
324,GIN,2014,0.084455387,3626.0,0.02475920046447768
325,GIN,2015,0.18318363799999998,15204.0,0.044125103901156475
326,GMB,2017,1.0726880879999996,243146.0,0.22598182754245735
327,GRC,2011,576.79034,22496242.0,11348.951266501064
328,GRC,2012,1729.5386868609999,104510687.0,3300.400161009383
329,GRC,2013,22.599912716,2569793.0,9.119001120460338
330,GRC,2014,0.13762532,48116.0,2.843845986629813
331,GRC,2015,4.0063233,311277.0,1.2544980277926432
332,GRC,2016,13.4533342,796727.0,17.304837048295024
333,GRC,2017,32297.818011762,1198245401.0,15544.429412376194
334,GRL,2011,1.71e-05,83.0,6.61494713769e-05
335,GRL,2013,0.000659273,832.0,0.0013777825954394702
336,GRL,2016,0.000273959,167.0,0.000126308728454003
337,GRL,2017,1.031282413,522263.0,0.6322167597253462
338,GTM,2010,402.56167367,32593663.0,1024.4480194925466
339,GTM,2012,503.72042,47749988.0,2687.0250937472947
340,GTM,2013,1373.3879901599998,101420503.0,169.51008521758956
341,GTM,2017,3105.5272822230004,209959475.0,2004.0486787499833
342,GUY,2010,0.000847636,5432.0,0.001229199480174124
343,GUY,2013,36.684849,813299.0,60.556926685414474
344,GUY,2016,0.12842976,21790.0,0.03725140506984
345,GUY,2017,454.15178405300003,13038251.0,2233.7369185638386
346,HKG,2012,14.855041951,1754086.0,85.35539437127355
347,HKG,2013,22.261158,2591849.0,164.65942101605503
348,HKG,2014,0.017123966,4167.0,0.18073435785843475
349,HKG,2015,15.54,972788.0,149.8074261831
350,HKG,2016,0.034247932,34584.0,0.022996444915467765
351,HKG,2017,24161.221407982997,1385371265.0,11726.778733123747
352,HND,2010,133.93205824,10785375.0,312.1034077617073
353,HND,2011,1.1467407,134174.0,5.8335174847694224
354,HND,2012,150.78655600000002,13036372.0,159.40878944276747
355,HND,2014,9.4182501,1042674.0,185.31388961995927
356,HND,2015,0.001335669,342.0,0.0016891542424035816
357,HND,2016,0.008570545,14524.0,0.005604753232362506
358,HND,2017,525.078984774,37570093.0,290.6882554407056
359,HRV,2011,0.001798017,9106.0,0.1529732354698891
360,HRV,2012,0.022791966,13907.0,0.010365326754271922
361,HRV,2013,0.003621737,358.0,0.000434710769692407
362,HRV,2014,7.02275284,742693.0,2.0719557602102876
363,HRV,2015,0.009127074,3027.0,0.004104911452629438
364,HRV,2016,87.241371,5097944.0,0.0
365,HRV,2017,5719.048809546999,200655748.0,9249.91226381116
366,HUN,2015,0.085619837,7200.0,0.8884919344138608
367,HUN,2016,4.332577433,259263.0,0.0
368,HUN,2017,45371.412452419005,1605394799.0,22213.96829914872
369,IDN,2010,0.00021405,5859.0,0.00013997912961044999
370,IDN,2013,31.130507992000002,3455487.0,150.0503450576648
371,IDN,2014,0.00107881,3423.0,0.007428981146969191
372,IDN,2015,406.23855070999997,26563220.0,2735.0411192168726
373,IDN,2016,17.437506948,1262783.0,21.90811009325712
374,IDN,2017,32437.78332453,1870852300.0,10798.670524572184
375,IND,2010,551.083492,17751645.0,2245.0654906409645
376,IND,2011,26.542662719,2861298.0,127.93804073715228
377,IND,2012,47.258757126,5738374.0,3.0349343680469185
378,IND,2013,545.53224,48079786.0,2113.0163194702736
379,IND,2015,2844.437499438,150263264.0,17799.576914327594
380,IND,2016,1348.6541356,56122018.0,1209.1229858262418
381,IND,2017,253206.80185214002,12546504273.0,49573.55003328109
382,IRL,2010,0.009075702,140.0,0.09418013755554971
383,IRL,2011,0.051645886,22336.0,0.2449250691878661
384,IRL,2013,20.2905733,2307084.0,42.569261937693504
385,IRL,2015,21.657639802000002,1173958.0,0.000397540074138389
386,IRL,2016,20.967443,757361.0,122.92582564387662
387,IRL,2017,27017.824221822,882827731.0,9982.314478016562
388,IRN,2010,0.056209417000000005,155326.0,0.26542028175834154
389,IRN,2011,0.69967672,140651.0,3.79248218063145
390,IRN,2013,9.240778,614265.0,95.89315990766308
391,IRN,2014,7.71e-05,646.0,0.0008137495128690001
392,IRN,2016,0.035121259,31855.0,0.0027466541996183117
393,IRN,2017,0.060207867,61400.0,0.03517791162493154
394,IRQ,2014,795.4864109309999,103044757.0,479.1412575203395
395,ISL,2010,0.096322313,11367.0,0.06299048603506346
396,ISL,2012,0.29401851,55619.0,0.07246586657257723
397,ISL,2014,8.56e-06,44.0,9.03462494184e-05
398,ISL,2017,20.86306253,1851658.0,1.8358994440184577
399,ISR,2012,102.9323,7247000.0,1047.871783368156
400,ISR,2013,468.28058,55114000.0,9213.908612735873
401,ISR,2014,0.009383934,1000.0,0.004427747736828696
402,ISR,2016,6.860203773,363000.0,2.8624626958869346
403,ISR,2017,4601.939534062,161990000.0,1662.0634323032775
404,ITA,2010,218.474939,17430549.0,444.826333264119
405,ITA,2012,184.082369546,22002450.0,2109.099806583527
406,ITA,2014,165.840646339,13378406.0,224.0961111708245
407,ITA,2015,21.879292999,1014326.0,94.31053683064269
408,ITA,2016,937.3552823489999,30188708.0,863.3336628859038
409,ITA,2017,420036.156779304,14617768249.0,164117.16601950268
410,JAM,2011,0.001575405,2297.0,0.0009900877734650725
411,JAM,2012,41.987053,2861951.0,1251.772838553562
412,JAM,2014,7.71e-05,99.0,0.0
413,JAM,2016,0.13274498,37635.0,0.19250015385345184
414,JAM,2017,4268.323926,278621941.0,10953.882929108868
415,JOR,2011,869.68134,95278880.0,9680.927332445879
416,JOR,2015,574.380275,24419545.0,190.54722914706238
417,JOR,2016,2668.32181,102396047.0,3722.169148633315
418,JOR,2017,24048.321544129,1117874275.0,15995.993601269478
419,JPN,2010,18.579504,2322179.0,99.56156281853295
420,JPN,2012,384.07346,43894724.0,4836.130976659554
421,JPN,2013,210.789493157,19471901.0,117.70008644040207
422,JPN,2014,583.3707400000001,66122692.0,592.2326317447455
423,JPN,2015,3654.468393966,220448218.0,15134.558425609535
424,JPN,2016,0.006866711,3579.0,0.0002544535294871
425,JPN,2017,0.47846076,38333081786.0,0.07711970357843524
426,KAZ,2011,0.000111306,849.0,2.7433258350732e-05
427,KAZ,2013,0.001369917,5675.0,0.006867407961279333
428,KAZ,2014,0.000924698,7043.0,0.000765987260365666
429,KAZ,2016,0.025814371,393.0,0.004035712622805392
430,KAZ,2017,41333.093621203,357245063.0,82500.84684256703
431,KEN,2010,13.0432567,1498724.0,28.52593956114202
432,KEN,2013,244.39826396,34681634.0,651.6413016681488
433,KEN,2017,1671.238167945,111133782.0,1466.6260222976225
434,KGZ,2013,0.001566843,2755.0,0.0007670627236747291
435,KGZ,2014,0.000154068,295.0,1.61572297014e-05
436,KGZ,2017,1614.4382664759999,47862647.0,2587.8803651483363
437,KHM,2013,7.9299636,740006.0,85.11853092209579
438,KHM,2014,23.986029,977831.0,128.53338458608224
439,KHM,2015,0.34247935,78029.0,0.0
440,KHM,2017,2608.5873939000003,102044432.0,4947.976888423986
441,KIR,2013,3.42e-05,77.0,0.0001322989427538
442,KIR,2015,0.000513719,40.0,0.0007449696895313211
443,KIR,2016,1.6678658800000001,356867.0,3.183537942027653
444,KNA,2010,4.28e-05,3.0,2.7989286369199996e-05
445,KNA,2016,2.57e-05,45.0,5.3709180723000005e-05
446,KNA,2017,2.8106680550000003,165497.0,27.43736420404025
447,KOR,2010,143.76068560000002,20005585.0,863.4550610650927
448,KOR,2011,25.444073306,2877993.0,77.71567672713995
449,KOR,2012,0.070028462,38004.0,1.4470459404458307
450,KOR,2013,15.350421,2612364.0,12.208330676763095
451,KOR,2014,1084.850083983,117998412.0,2001.481842718543
452,KOR,2015,4496.329861996999,349276675.0,48090.557942653475
453,KOR,2016,1433.366676248,58833500.0,2159.2700324914044
454,KOR,2017,378312.304346614,18809891052.0,77423.12681838816
455,KWT,2013,0.0,23917.0,0.0
456,KWT,2014,0.83051246,2364.0,0.0
457,KWT,2016,8.56e-05,11108.0,0.000385500394062
458,KWT,2017,0.027946314,118738.0,0.0033907774407716225
459,LAO,2017,182.742697457,10841989.0,228.55782027165154
460,LBN,2011,41.534374,4910379.0,100.59796192913075
461,LBN,2012,38.504253,5126925.0,36.3814070293462
462,LBN,2013,32.768803,3460491.0,31.803669376394343
463,LBN,2014,109.67707250000001,12396448.0,26.041193168712976
464,LBN,2016,21.469292,1085083.0,5.291472463688424
465,LBN,2017,1862.27516527,132440256.0,1291.5193321558465
466,LBY,2010,2.3978605589999997,369044.0,0.5450425156623837
467,LCA,2010,5.14e-05,86.0,3.36133018546e-05
468,LCA,2015,0.007192066,3008.0,0.0002665099169026
469,LCA,2016,0.012928576,4704.0,0.009401567483708594
470,LCA,2017,10.77899813,8662046.0,52.89546374694401
471,LKA,2010,0.01027438,4735.0,0.00596022434709
472,LKA,2012,0.03513838,15731.0,0.03320110391784092
473,LKA,2013,0.0,71.0,0.0
474,LKA,2015,168.286474744,10335282.0,120.62047704994929
475,LKA,2016,674.501865,36919090.0,1574.796183842841
